Index,Time,voltage,velocity
7712,15.425555,-6763,-0.257718772
7713,15.427559,15581,-0.269437045
7714,15.429561,9253,-0.315244794
7715,15.431563,1065,-0.334420115
7716,15.433584,-6345,-0.375966728
7717,15.435563,15738,-0.383423775
7718,15.437577,-8089,-0.369574964
7719,15.439557,-6679,-0.337616026
7720,15.441559,319,-0.333354831
7721,15.443578,14505,-0.313114196
7722,15.445558,10402,-0.268371731
7723,15.447562,6437,-0.271567613
7724,15.449564,11233,-0.309918314
7725,15.451555,-9182,-0.257718772
7726,15.453593,13524,-0.199127436
7727,15.455580,13483,-0.186343864
7728,15.457561,-15878,-0.175690904
7729,15.459563,1456,-0.043594081
7730,15.461554,13805,-0.0382675976
7731,15.463555,-3206,-0.0116351731
7732,15.465613,15077,0.0565438271
7733,15.467561,12001,0.0533479378
7734,15.469563,10904,0.0501520485
7735,15.471565,-5906,0.093829222
7736,15.473555,-3544,0.119396351
7737,15.475557,16829,0.163073525
7738,15.477579,1369,0.204620108
7739,15.479558,3716,0.278125584
7740,15.481560,8090,0.258950263
7741,15.483563,-6867,0.307953894
7742,15.485565,-6971,0.359088153
7743,15.487579,-16311,0.346304625
7744,15.489558,9987,0.359088153
7745,15.491581,-929,0.417679489
7746,15.493561,-13057,0.383590013
7747,15.495562,8172,0.329259843
7748,15.497578,-17630,0.326063961
7749,15.499557,-7394,0.363349348
7750,15.501559,-13019,0.293039769
7751,15.503561,12758,0.267472625
7752,15.505564,1124,0.290909171
7753,15.507646,12817,0.265342027
7754,15.509557,-10809,0.105547488
7755,15.511559,7910,0.110873975
7756,15.513561,-4712,0.134310514
7757,15.515563,8635,0.100221008
7758,15.517556,-7496,0.0895680413
7759,15.519580,-3182,0.14283289
7760,15.521559,-16183,0.147094071
7761,15.523561,13873,0.107678086
7762,15.525564,10179,0.110873975
7763,15.527556,-2876,0.135375813
7764,15.529583,-17007,0.106612787
7765,15.531562,-686,0.0458908603
7766,15.533564,8653,0.0533479378
7767,15.535555,-10958,0.0853068531
7768,15.537559,8754,0.0565438271
7769,15.539559,-8731,0.0299114063
