Index,Time,motor1Vel,motor2Vel,motor3Vel,motor4Vel,subsystems::current
1675,16.751616,943.839172,949.598755,945.2005,947.399658,0.854010463
1676,16.761603,941.22113,950.855408,946.56189,946.038269,0.853677154
1677,16.771623,942.163696,949.179871,943.839172,946.771362,0.853343844
1678,16.781615,941.640015,950.017639,945.828857,945.619385,0.853010535
1679,16.791627,945.2005,952.007263,943.839172,945.619385,0.852677226
1680,16.801620,944.572205,951.064819,945.619385,946.56189,0.852343917
1681,16.811596,946.56189,950.436523,944.15332,945.828857,0.852010608
1682,16.821623,944.781616,949.389343,945.409973,946.771362,0.851677299
1683,16.831623,945.619385,948.446899,943.839172,946.56189,0.851343989
1684,16.841619,943.420288,950.017639,946.980774,946.771362,0.85101068
1685,16.851621,943.001404,949.389343,944.15332,946.247742,0.850677371
1686,16.861624,941.640015,949.598755,946.56189,946.980774,0.850344062
1687,16.871600,942.582581,951.797852,943.629761,947.190247,0.850010753
1688,16.881619,942.791992,951.378967,946.038269,946.56189,0.849677444
1689,16.891619,944.781616,954.206421,944.15332,946.038269,0.849344134
1690,16.901627,944.781616,949.808228,945.828857,946.247742,0.849010825
1691,16.911626,945.409973,951.064819,943.839172,947.399658,0.848677516
1692,16.921601,944.15332,948.237427,944.781616,946.771362,0.848344207
1693,16.931622,943.839172,949.179871,944.15332,947.609131,0.848010898
1694,16.941618,941.430603,948.446899,945.619385,946.771362,0.847744286
1695,16.951626,942.582581,948.237427,944.362732,944.572205,0.847410977
1696,16.961603,942.582581,950.017639,945.619385,944.362732,0.847077668
1697,16.971618,944.572205,952.007263,943.839172,944.991089,0.846744359
1698,16.981616,944.15332,950.436523,945.409973,945.828857,0.846411049
1699,16.991623,945.828857,950.436523,943.420288,944.991089,0.84607774
1700,17.001625,943.839172,949.598755,945.828857,946.771362,0.845744431
1701,17.011602,944.781616,950.645935,943.210876,945.619385,0.845411122
1702,17.021625,942.373108,949.179871,945.828857,947.190247,0.845077813
1703,17.031618,942.582581,952.845032,944.15332,946.980774,0.844744503
1704,17.041623,941.22113,948.237427,946.56189,945.2005,0.844411194
1705,17.051626,942.791992,951.797852,943.001404,945.828857,0.844077885
1706,17.061619,943.210876,949.179871,945.619385,944.781616,0.843744576
1707,17.071618,944.572205,949.179871,943.839172,944.15332,0.843411267
1708,17.081624,944.572205,949.598755,946.56189,944.15332,0.843077958
1709,17.091619,944.991089,948.656311,944.781616,944.991089,0.842744648
1710,17.101623,943.629761,950.436523,944.991089,946.038269,0.842411339
1711,17.111618,942.791992,950.855408,943.629761,946.247742,0.84207803
1712,17.121623,941.22113,951.064819,945.2005,946.038269,0.841744721
1713,17.131626,940.802307,949.179871,944.991089,945.409973,0.841411412
1714,17.141626,940.383423,950.645935,943.420288,946.771362,0.841078103
1715,17.151623,942.373108,949.179871,945.828857,945.2005,0.840744793
1716,17.161624,944.15332,948.028015,944.572205,946.980774,0.840411484
1717,17.171625,944.362732,948.446899,945.2005,946.980774,0.840078175
1718,17.181625,945.828857,947.818542,943.210876,945.2005,0.839744866
1719,17.191624,943.629761,948.656311,944.362732,946.771362,0.839411557
1720,17.201596,944.572205,951.58844,943.210876,946.038269,0.839078248
1721,17.211626,941.640015,948.446899,946.038269,946.980774,0.838744938
1722,17.221625,941.954224,951.378967,944.572205,946.56189,0.838411629
1723,17.231622,940.592834,949.808228,945.619385,946.247742,0.83807832
1724,17.241618,942.582581,948.237427,944.15332,945.828857,0.837745011
1725,17.251626,942.582581,950.855408,945.2005,946.038269,0.837411702
1726,17.261626,945.828857,948.237427,943.420288,945.619385,0.837078393
1727,17.271621,944.572205,950.017639,944.991089,946.980774,0.836745083
1728,17.281618,945.828857,946.56189,944.781616,946.980774,0.836411774
1729,17.291623,943.839172,950.436523,946.247742,946.038269,0.836078465
1730,17.301626,944.15332,948.237427,945.619385,947.190247,0.835745156
1731,17.311620,942.373108,950.645935,947.399658,945.2005,0.835411847
1732,17.321618,943.629761,949.179871,944.362732,945.2005,0.835078537
1733,17.331624,943.420288,948.970459,946.56189,945.619385,0.834745228
1734,17.341627,944.991089,948.656311,944.572205,945.409973,0.834411919
1735,17.351617,944.991089,948.446899,943.210876,946.56189,0.83407861
1736,17.361621,945.619385,949.808228,944.572205,945.619385,0.833745301
1737,17.371619,944.572205,950.645935,942.582581,947.399658,0.833411992
1738,17.381622,941.22113,948.970459,944.991089,946.247742,0.833078682
1739,17.391626,942.582581,951.797852,944.15332,947.818542,0.832745373
1740,17.401603,940.17395,946.771362,946.56189,945.619385,0.832412064
1741,17.411618,942.373108,950.436523,944.362732,945.619385,0.832078755
1742,17.421625,941.640015,950.436523,946.56189,944.991089,0.831745446
1743,17.431617,944.991089,947.190247,944.781616,944.362732,0.831412137
1744,17.441616,943.420288,950.227112,945.619385,944.362732,0.831078827
1745,17.451623,945.2005,947.399658,943.839172,944.572205,0.830745518
1746,17.461599,943.629761,950.855408,945.828857,946.247742,0.830412209
1747,17.471626,944.781616,948.656311,944.572205,945.619385,0.8300789
1748,17.481659,941.011719,951.797852,946.56189,947.190247,0.829745591
1749,17.491622,941.954224,948.028015,944.572205,945.409973,0.829412282
1750,17.501622,939.964539,948.970459,946.038269,946.038269,0.829078972
1751,17.511599,943.420288,948.446899,944.362732,945.2005,0.828745663
1752,17.521616,943.420288,948.237427,943.420288,946.771362,0.828412354
1753,17.531616,946.038269,949.179871,943.839172,945.409973,0.828079045
1754,17.541620,944.572205,947.609131,942.582581,944.991089,0.827745736
1755,17.551618,945.828857,947.399658,943.839172,944.991089,0.827479064
1756,17.561616,942.791992,948.970459,943.001404,945.2005,0.827145755
1757,17.571625,943.210876,946.771362,943.001404,945.2005,0.826812446
1758,17.581600,940.802307,949.389343,945.619385,945.2005,0.826479137
1759,17.591625,941.954224,948.970459,944.572205,945.619385,0.826145828
1760,17.601617,941.011719,951.378967,944.991089,946.038269,0.825812519
1761,17.611624,943.210876,950.436523,945.2005,944.991089,0.825479209
1762,17.621622,943.420288,950.855408,944.362732,944.991089,0.8251459
1763,17.631620,944.991089,948.656311,945.409973,944.362732,0.824812591
1764,17.641623,942.791992,948.028015,943.839172,946.247742,0.824479282
1765,17.651620,943.629761,947.190247,945.828857,946.980774,0.824145973
1766,17.661623,942.373108,946.980774,942.791992,946.56189,0.823812664
1767,17.671623,943.420288,947.190247,946.980774,945.619385,0.823479354
1768,17.681620,941.954224,950.436523,942.373108,945.2005,0.823146045
1769,17.691626,944.362732,950.645935,946.247742,945.2005,0.822812736
1770,17.701602,943.420288,951.378967,942.791992,945.619385,0.822479427
1771,17.711616,946.038269,950.227112,946.56189,945.409973,0.822146118
1772,17.721615,944.362732,948.446899,942.373108,945.409973,0.821812809
1773,17.731623,944.991089,948.656311,945.409973,946.247742,0.821479499
1774,17.741619,943.210876,946.980774,942.373108,945.828857,0.82114619
1775,17.751615,943.629761,950.227112,946.038269,947.818542,0.820812881
1776,17.761625,941.640015,946.56189,943.210876,945.619385,0.820479572
1777,17.771623,942.582581,950.436523,944.991089,946.56189,0.820146263
1778,17.781624,942.373108,948.446899,942.582581,943.839172,0.819812953
1779,17.791619,944.362732,949.598755,945.619385,944.572205,0.819479644
1780,17.801626,944.362732,948.656311,946.56189,945.409973,0.819146335
1781,17.811626,946.038269,948.970459,944.362732,944.781616,0.818813026
1782,17.821621,944.781616,948.028015,944.991089,946.56189,0.818479717
1783,17.831623,945.2005,949.179871,942.373108,946.771362,0.818146408
1784,17.841622,943.001404,949.179871,944.362732,947.609131,0.817813098
1785,17.851626,942.582581,948.028015,943.420288,946.980774,0.817479789
1786,17.861622,941.954224,949.389343,945.409973,946.247742,0.81714648
1787,17.871616,940.383423,950.855408,943.839172,945.828857,0.816813171
1788,17.881622,944.15332,948.970459,946.980774,946.247742,0.816479862
1789,17.891618,943.001404,949.389343,943.001404,946.038269,0.816146553
1790,17.901620,945.619385,948.028015,945.828857,944.781616,0.815813243
1791,17.911618,943.001404,947.609131,942.373108,945.619385,0.815479934
1792,17.921605,944.991089,949.389343,945.828857,944.991089,0.815146625
1793,17.931625,941.430603,948.028015,943.210876,946.56189,0.814813316
1794,17.941625,942.373108,949.598755,947.190247,944.781616,0.814480007
1795,17.951616,939.964539,948.028015,943.629761,945.619385,0.814146698
1796,17.961624,942.373108,950.855408,945.409973,944.991089,0.813813388
1797,17.971620,941.430603,949.179871,942.582581,945.828857,0.813480079
1798,17.981596,944.572205,951.064819,944.781616,944.572205,0.81314677
1799,17.991624,943.210876,948.970459,942.373108,946.771362,0.812813461
1800,18.001622,944.991089,947.818542,944.572205,945.828857,0.812480152
1801,18.011626,942.791992,947.190247,943.001404,947.399658,0.812146842
1802,18.021621,944.362732,948.028015,945.409973,946.980774,0.811813533
1803,18.031623,941.22113,947.190247,946.771362,946.56189,0.811480224
1804,18.041601,942.791992,948.028015,943.001404,944.15332,0.811146915
1805,18.051626,941.011719,949.179871,945.409973,943.629761,0.810813606
1806,18.061621,943.001404,949.598755,943.420288,944.781616,0.810480297
1807,18.071617,943.210876,949.389343,945.2005,943.839172,0.810146987
1808,18.081622,944.572205,950.645935,942.791992,945.619385,0.809813678
1809,18.091623,943.001404,949.808228,944.15332,944.781616,0.809480369
1810,18.101598,943.420288,949.179871,942.373108,947.399658,0.80914706
1811,18.111616,941.430603,949.808228,946.980774,945.2005,0.808813751
1812,18.121618,941.430603,945.409973,944.15332,947.399658,0.808480442
1813,18.131622,940.383423,949.598755,947.399658,945.619385,0.808147132
1814,18.141615,941.640015,948.237427,944.362732,946.980774,0.807813823
1815,18.151635,942.163696,950.645935,946.56189,944.781616,0.807480514
1816,18.161620,944.362732,949.389343,943.839172,944.781616,0.807213902
1817,18.171625,943.629761,950.855408,942.582581,945.2005,0.806880593
1818,18.181622,945.619385,948.028015,943.839172,945.2005,0.806547284
1819,18.191625,943.420288,951.064819,944.991089,946.771362,0.806213975
1820,18.201617,944.362732,948.970459,944.362732,945.409973,0.805880666
1821,18.211620,941.011719,948.656311,945.828857,947.399658,0.805547357
1822,18.221659,941.954224,948.446899,944.15332,944.572205,0.805214047
1823,18.231616,940.17395,948.237427,945.2005,946.247742,0.804880738
1824,18.241625,943.839172,948.656311,943.839172,945.2005,0.804547429
1825,18.251621,943.420288,949.389343,945.828857,946.771362,0.80421412
1826,18.261622,944.572205,947.609131,943.420288,945.409973,0.803880811
1827,18.271751,943.629761,949.598755,945.619385,944.781616,0.803547502
1828,18.281617,944.362732,946.980774,943.629761,944.991089,0.803214192
1829,18.291625,942.582581,951.064819,946.56189,944.781616,0.802880883
1830,18.301617,942.791992,947.399658,943.839172,944.991089,0.802547574
1831,18.311604,940.592834,950.436523,945.828857,944.991089,0.802214265
1832,18.321616,941.430603,951.58844,943.001404,946.247742,0.801880956
1833,18.331625,941.430603,948.446899,943.629761,945.409973,0.801547647
1834,18.341624,943.420288,950.855408,942.582581,945.828857,0.801214337
1835,18.351624,945.409973,947.609131,943.420288,944.362732,0.800881028
1836,18.361623,943.839172,949.598755,944.572205,946.247742,0.800547719
1837,18.371600,944.781616,946.771362,943.839172,945.619385,0.80021441
1838,18.381617,942.791992,950.017639,945.409973,947.190247,0.799881101
1839,18.391624,942.791992,946.980774,944.572205,945.619385,0.799547791
1840,18.401617,941.011719,950.017639,945.409973,944.15332,0.799214482
1841,18.411618,942.791992,950.017639,944.362732,943.839172,0.798881173
1842,18.421625,942.582581,948.656311,946.038269,943.420288,0.798547864
1843,18.431622,944.781616,949.598755,943.629761,943.839172,0.798214555
1844,18.441619,944.15332,948.970459,945.409973,944.362732,0.797881246
1845,18.451595,944.572205,947.399658,942.791992,944.781616,0.797547936
1846,18.461616,943.001404,950.436523,945.409973,944.991089,0.797214627
1847,18.471622,943.210876,947.818542,943.420288,944.991089,0.796881318
1848,18.481624,941.22113,950.645935,944.781616,945.409973,0.796548009
1849,18.491620,941.954224,948.028015,942.791992,945.2005,0.7962147
1850,18.501623,941.430603,947.399658,943.629761,944.362732,0.795881391
1851,18.511618,943.839172,949.179871,943.210876,944.572205,0.795548081
1852,18.521595,943.629761,945.828857,944.781616,945.409973,0.795214772
1853,18.531626,945.2005,948.446899,943.420288,943.839172,0.794881463
1854,18.541621,943.629761,946.038269,943.420288,946.038269,0.794548154
1855,18.551624,944.362732,950.017639,943.420288,945.409973,0.794214845
1856,18.561622,943.839172,948.446899,942.582581,946.771362,0.793881536
1857,18.571624,941.22113,951.064819,944.781616,946.038269,0.793548226
1858,18.581600,941.22113,948.970459,944.15332,945.2005,0.793214917
1859,18.591618,940.17395,949.179871,945.828857,944.781616,0.792881608
1860,18.601623,942.582581,946.980774,944.572205,944.15332,0.792548299
1861,18.611626,942.582581,946.771362,945.828857,944.991089,0.79221499
1862,18.621620,945.2005,947.609131,943.420288,943.420288,0.79188168
1863,18.631596,944.362732,946.771362,945.2005,944.572205,0.791548371
1864,18.641620,944.781616,948.446899,943.001404,943.210876,0.791215062
1865,18.651619,943.210876,950.436523,945.619385,945.619385,0.790881753
1866,18.661616,943.420288,947.190247,944.362732,945.619385,0.790548444
1867,18.671620,939.755066,952.007263,946.247742,946.038269,0.790215135
1868,18.681597,942.163696,949.808228,943.629761,945.828857,0.789881825
1869,18.691617,940.383423,947.609131,945.828857,945.619385,0.789548516
1870,18.701622,944.15332,950.017639,942.582581,945.409973,0.789215207
1871,18.711623,942.791992,946.56189,943.210876,945.2005,0.788881898
1872,18.721626,945.619385,947.818542,942.373108,946.247742,0.788548589
1873,18.731618,942.582581,945.409973,943.420288,946.247742,0.78821528
1874,18.741605,944.991089,948.656311,943.210876,947.190247,0.78788197
1875,18.751618,941.430603,945.828857,944.572205,945.619385,0.787548661
1876,18.761626,942.373108,950.436523,943.210876,945.828857,0.787215352
1877,18.771624,941.22113,948.237427,943.839172,945.619385,0.786948681
1878,18.781625,942.791992,948.028015,943.420288,943.420288,0.786615372
1879,18.791619,942.791992,949.808228,943.839172,945.409973,0.786282063
1880,18.801629,944.991089,949.179871,942.582581,944.991089,0.785948753
1881,18.811618,944.15332,950.017639,944.15332,946.038269,0.785615444
1882,18.821616,943.839172,949.389343,942.373108,944.991089,0.785282135
1883,18.831618,942.582581,948.970459,944.362732,947.190247,0.784948826
1884,18.841619,942.582581,947.190247,943.629761,945.828857,0.784615517
1885,18.851626,940.383423,945.619385,946.247742,946.56189,0.784282207
1886,18.861622,941.430603,952.007263,944.991089,944.991089,0.783948898
1887,18.871598,940.802307,947.609131,945.828857,946.038269,0.783615589
1888,18.881616,944.991089,950.645935,944.15332,944.15332,0.78328228
1889,18.891660,943.001404,948.028015,944.572205,944.781616,0.782948971
1890,18.901619,946.247742,948.446899,943.210876,943.629761,0.782615662
1891,18.911595,943.001404,948.237427,944.781616,944.781616,0.782282352
1892,18.921618,944.991089,950.017639,944.362732,945.2005,0.781949043
1893,18.931622,941.430603,948.028015,943.210876,945.619385,0.781615734
1894,18.941620,941.954224,949.598755,944.572205,944.572205,0.781282425
1895,18.951621,939.022095,951.064819,943.001404,944.15332,0.780949116
1896,18.961619,942.163696,949.808228,944.572205,944.572205,0.780615807
1897,18.971596,941.954224,949.389343,943.210876,944.15332,0.780282497
1898,18.981625,944.991089,949.389343,944.15332,944.572205,0.779949188
1899,18.991625,943.210876,947.399658,942.791992,943.420288,0.779615879
1900,19.001619,944.572205,948.970459,944.991089,945.2005,0.77928257
1901,19.011623,942.163696,948.237427,943.629761,943.629761,0.778949261
1902,19.021619,943.210876,949.179871,945.619385,944.781616,0.778615952
1903,19.031616,940.17395,949.389343,943.629761,945.828857,0.778282642
1904,19.041604,941.954224,950.645935,944.572205,944.991089,0.777949333
1905,19.051626,939.964539,953.054504,943.001404,946.038269,0.777616024
1906,19.061616,942.163696,949.598755,944.991089,944.991089,0.777282715
1907,19.071625,943.001404,951.378967,942.791992,944.362732,0.776949406
1908,19.081622,944.15332,946.980774,944.781616,944.572205,0.776616096
1909,19.091623,943.629761,948.446899,944.15332,944.572205,0.776282787
1910,19.101625,943.210876,947.609131,945.619385,946.038269,0.775949478
1911,19.111601,942.582581,948.028015,944.781616,944.991089,0.775616169
1912,19.121621,941.640015,948.656311,946.247742,944.991089,0.77528286
1913,19.131622,941.22113,950.855408,943.839172,943.210876,0.774949551
1914,19.141619,941.954224,951.378967,945.828857,943.839172,0.774616241
1915,19.151623,942.582581,948.237427,944.15332,945.409973,0.774282932
1916,19.161599,943.629761,950.436523,942.791992,945.409973,0.773949623
1917,19.171621,945.2005,946.247742,943.420288,946.247742,0.773616314
1918,19.181619,942.582581,949.808228,942.163696,944.781616,0.773283005
1919,19.191620,944.15332,948.237427,943.629761,946.980774,0.772949696
1920,19.201624,941.430603,948.970459,943.210876,946.56189,0.772616386
1921,19.211623,942.373108,948.970459,944.362732,946.56189,0.772283077
1922,19.221621,940.592834,949.808228,942.163696,946.771362,0.771949768
1923,19.231596,942.373108,948.237427,944.991089,944.781616,0.771616459
1924,19.241620,941.954224,947.609131,943.839172,945.828857,0.77128315
1925,19.251619,944.362732,947.399658,946.038269,943.210876,0.770949841
1926,19.261623,944.572205,948.656311,943.210876,945.619385,0.770616531
1927,19.271598,944.781616,947.609131,944.15332,944.991089,0.770283222
1928,19.281618,943.210876,952.007263,941.954224,944.991089,0.769949913
1929,19.291616,943.420288,947.190247,944.572205,946.56189,0.769616604
1930,19.301620,941.22113,950.436523,944.781616,945.2005,0.769283295
1931,19.311620,941.640015,949.808228,945.828857,944.991089,0.768949986
1932,19.321616,940.383423,946.56189,944.991089,944.572205,0.768616676
1933,19.331626,943.001404,948.970459,946.56189,944.991089,0.768283367
1934,19.341603,943.210876,945.828857,944.15332,944.572205,0.767950058
1935,19.351621,945.409973,948.446899,944.991089,945.2005,0.767616749
1936,19.361624,945.2005,946.771362,943.210876,944.15332,0.76728344
1937,19.371621,942.373108,950.436523,942.791992,945.619385,0.767016768
1938,19.381626,943.001404,946.980774,945.619385,944.781616,0.766683459
1939,19.391603,942.791992,948.028015,946.771362,946.247742,0.76635015
1940,19.401617,941.011719,948.656311,944.15332,946.247742,0.766016841
1941,19.411616,941.954224,948.656311,945.828857,945.2005,0.765683532
1942,19.421620,941.954224,950.017639,943.210876,945.409973,0.765350223
1943,19.431616,944.15332,948.656311,944.781616,944.572205,0.765016913
1944,19.441623,943.839172,946.771362,943.001404,945.409973,0.764683604
1945,19.451618,944.991089,947.399658,942.791992,945.409973,0.764350295
1946,19.461595,944.15332,946.038269,943.839172,946.980774,0.764016986
1947,19.471616,943.839172,948.237427,943.420288,946.038269,0.763683677
1948,19.481623,941.954224,946.038269,945.2005,946.980774,0.763350368
1949,19.491624,941.954224,949.808228,942.582581,944.362732,0.763017058
1950,19.501622,941.22113,947.190247,944.781616,944.362732,0.762683749
1951,19.511625,943.001404,949.179871,942.791992,944.15332,0.76235044
1952,19.521618,943.629761,948.446899,945.2005,944.781616,0.762017131
1953,19.531628,945.2005,949.598755,941.954224,946.247742,0.761683822
1954,19.541623,944.15332,948.970459,944.362732,946.247742,0.761350513
1955,19.551621,943.839172,949.598755,942.163696,946.980774,0.761017203
1956,19.561623,942.791992,946.247742,945.828857,946.771362,0.760683894
1957,19.571623,939.231506,946.980774,943.629761,946.56189,0.760350585
1958,19.581621,941.22113,947.609131,946.56189,945.828857,0.760017276
1959,19.591596,939.755066,949.179871,943.210876,946.247742,0.759683967
1960,19.601623,943.629761,948.446899,945.828857,944.991089,0.759350657
1961,19.611619,942.373108,949.389343,943.210876,944.572205,0.759017348
1962,19.621617,945.409973,948.028015,945.2005,944.15332,0.758684039
1963,19.631606,943.001404,949.389343,943.210876,945.828857,0.75835073
1964,19.641624,944.781616,948.446899,945.619385,946.771362,0.758017421
1965,19.651623,941.954224,947.609131,944.15332,945.619385,0.757684112
1966,19.661618,941.954224,948.028015,945.619385,946.247742,0.757350802
1967,19.671624,938.812622,947.609131,943.839172,945.2005,0.757017493
1968,19.681622,941.011719,951.797852,942.791992,944.781616,0.756684184
1969,19.691621,940.802307,947.818542,944.362732,945.828857,0.756350875
1970,19.701631,943.839172,950.017639,943.001404,944.991089,0.756017566
1971,19.711620,943.001404,945.828857,944.362732,946.038269,0.755684257
1972,19.721624,944.572205,948.237427,942.163696,944.15332,0.755350947
1973,19.731618,942.373108,946.980774,945.2005,945.828857,0.755017638
1974,19.741619,943.629761,947.818542,943.629761,944.362732,0.754684329
1975,19.751623,940.802307,948.446899,946.56189,946.247742,0.75435102
1976,19.761617,941.22113,951.064819,942.582581,945.409973,0.754017711
1977,19.771605,940.17395,949.389343,946.038269,944.781616,0.753684402
1978,19.781615,941.640015,949.179871,943.001404,945.2005,0.753351092
1979,19.791625,941.430603,950.017639,946.247742,943.839172,0.753017783
1980,19.801619,943.629761,948.237427,942.373108,943.629761,0.752684474
1981,19.811623,943.001404,946.980774,945.409973,944.362732,0.752351165
1982,19.821621,943.420288,948.656311,943.629761,945.2005,0.752017856
1983,19.831624,942.163696,947.399658,945.828857,945.2005,0.751684546
1984,19.841621,942.163696,949.808228,944.781616,946.038269,0.751351237
1985,19.851618,940.592834,950.017639,945.2005,944.15332,0.751017928
1986,19.861605,941.011719,950.436523,944.362732,944.781616,0.750684619
1987,19.871619,942.791992,951.797852,944.991089,943.629761,0.75035131
1988,19.881618,942.373108,949.179871,944.15332,945.2005,0.750018001
1989,19.891626,944.781616,950.436523,941.640015,944.15332,0.749684691
1990,19.901624,943.210876,946.980774,943.629761,943.629761,0.749351382
1991,19.911625,943.839172,950.227112,942.163696,945.619385,0.749018073
1992,19.921617,942.163696,946.771362,945.2005,944.572205,0.748684764
1993,19.931621,942.163696,948.970459,943.001404,946.038269,0.748351455
1994,19.941618,940.592834,948.970459,944.572205,944.991089,0.748018146
1995,19.951622,942.163696,948.237427,941.954224,944.991089,0.747684836
1996,19.961630,940.802307,948.970459,945.619385,944.15332,0.747351527
1997,19.971620,944.572205,947.818542,943.420288,943.210876,0.747018218
1998,19.981615,942.791992,949.179871,945.409973,943.210876,0.746751606
1999,19.991621,943.420288,949.179871,941.011719,943.839172,0.746418297
2000,20.001618,943.839172,948.656311,944.15332,944.991089,0.746084988
2001,20.011622,942.582581,948.970459,942.163696,946.038269,0.745751679
2002,20.021617,942.373108,948.446899,945.409973,947.399658,0.74541837
2003,20.031622,940.17395,951.58844,943.001404,946.247742,0.745085061
2004,20.041618,940.17395,948.446899,946.247742,946.038269,0.744751751
2005,20.051606,939.755066,949.179871,942.582581,945.409973,0.744418442
2006,20.061625,941.954224,946.247742,946.247742,945.828857,0.744085133
2007,20.071626,944.362732,949.808228,941.954224,945.2005,0.743751824
2008,20.081619,944.362732,946.038269,945.409973,944.991089,0.743418515
2009,20.091617,944.781616,950.227112,941.954224,944.15332,0.743085206
2010,20.101620,943.210876,948.237427,946.247742,945.2005,0.742751896
2011,20.111618,943.210876,948.446899,942.582581,945.619385,0.742418587
2012,20.121625,940.592834,950.436523,945.409973,946.038269,0.742085278
2013,20.131627,941.22113,950.017639,942.373108,945.409973,0.741751969
2014,20.141617,940.592834,950.017639,944.781616,945.409973,0.74141866
2015,20.151624,942.791992,947.609131,941.954224,946.038269,0.741085351
2016,20.161617,941.640015,948.656311,944.15332,944.362732,0.740752041
2017,20.171625,945.409973,946.771362,941.22113,945.409973,0.740418732
2018,20.181620,942.582581,948.446899,944.572205,945.828857,0.740085423
2019,20.191624,944.781616,946.771362,945.409973,945.619385,0.739752114
2020,20.201599,941.430603,947.818542,944.781616,944.572205,0.739418805
2021,20.211622,943.210876,948.028015,945.2005,944.572205,0.739085495
2022,20.221621,939.755066,946.980774,943.420288,942.582581,0.738752186
2023,20.231625,942.582581,948.656311,945.2005,943.629761,0.738418877
2024,20.241634,941.430603,949.598755,943.001404,942.791992,0.738085568
2025,20.251624,944.991089,948.970459,944.572205,944.572205,0.737752259
2026,20.261623,943.210876,950.017639,940.592834,944.362732,0.73741895
2027,20.271616,944.362732,949.179871,944.991089,944.991089,0.73708564
2028,20.281617,941.954224,946.771362,942.163696,946.771362,0.736752331
2029,20.291622,942.791992,946.980774,946.980774,946.56189,0.736419022
2030,20.301617,940.592834,947.399658,942.582581,946.247742,0.736085713
2031,20.311625,941.640015,949.179871,946.56189,945.409973,0.735752404
2032,20.321618,940.17395,948.028015,942.373108,946.038269,0.735419095
2033,20.331625,943.420288,951.064819,945.828857,944.15332,0.735085785
2034,20.341624,942.373108,946.980774,941.22113,945.2005,0.734752476
2035,20.351622,944.991089,949.179871,944.991089,943.839172,0.734419167
2036,20.361616,943.001404,948.446899,941.954224,946.56189,0.734085858
2037,20.371624,942.373108,948.970459,945.619385,944.991089,0.733752549
2038,20.381601,943.210876,948.028015,944.781616,946.56189,0.73341924
2039,20.391624,940.17395,949.598755,944.781616,946.980774,0.73308593
2040,20.401616,940.802307,947.609131,944.991089,944.991089,0.732752621
2041,20.411625,939.755066,949.179871,944.572205,946.038269,0.732419312
2042,20.421619,942.791992,948.970459,945.409973,945.619385,0.732086003
2043,20.431595,942.582581,947.399658,941.954224,945.619385,0.731752694
2044,20.441619,944.362732,947.190247,944.991089,945.2005,0.731419384
2045,20.451616,942.791992,948.656311,941.954224,945.619385,0.731086075
2046,20.461627,944.572205,947.818542,946.038269,945.619385,0.730752766
2047,20.471616,943.001404,949.808228,942.373108,945.828857,0.730419457
2048,20.481621,943.420288,950.436523,945.619385,946.038269,0.730086148
2049,20.491620,941.22113,950.645935,942.163696,946.038269,0.729752839
2050,20.501624,942.582581,951.797852,945.828857,946.56189,0.729419529
2051,20.511619,942.163696,948.970459,942.163696,944.781616,0.72908622
2052,20.521606,944.15332,950.436523,945.828857,945.409973,0.728752911
2053,20.531623,943.839172,945.619385,941.640015,943.839172,0.728419602
2054,20.541620,945.2005,949.808228,945.619385,945.828857,0.728086293
2055,20.551615,943.420288,946.038269,942.373108,945.409973,0.727752984
2056,20.561623,944.15332,949.389343,945.409973,946.56189,0.727419674
2057,20.571624,941.954224,949.389343,943.839172,944.362732,0.727086365
2058,20.581626,942.163696,951.064819,945.2005,945.2005,0.726753056
2059,20.591626,941.22113,950.855408,944.362732,943.839172,0.726419747
2060,20.601626,943.001404,949.389343,944.572205,945.619385,0.726153076
2061,20.611619,941.954224,947.190247,944.15332,943.839172,0.725819767
2062,20.621626,944.15332,948.028015,944.991089,944.991089,0.725486457
2063,20.631624,942.373108,947.399658,941.430603,943.629761,0.725153148
2064,20.641625,943.420288,947.399658,944.991089,944.781616,0.724819839
2065,20.651624,941.430603,946.980774,943.210876,945.619385,0.72448653
2066,20.661616,941.954224,950.436523,944.781616,945.409973,0.724153221
2067,20.671621,940.802307,948.446899,942.373108,944.781616,0.723819911
2068,20.681626,942.163696,949.389343,944.781616,944.572205,0.723486602
2069,20.691622,941.954224,946.980774,943.629761,943.210876,0.723153293
2070,20.701623,944.781616,950.017639,944.991089,943.839172,0.722819984
2071,20.711620,943.839172,946.56189,944.572205,942.163696,0.722486675
2072,20.721616,945.619385,951.064819,941.954224,944.362732,0.722153366
2073,20.731622,944.15332,948.970459,943.629761,943.629761,0.721820056
2074,20.741598,944.572205,948.970459,942.791992,945.828857,0.721486747
2075,20.751624,941.640015,950.645935,945.409973,946.56189,0.721153438
2076,20.761622,941.954224,949.389343,943.629761,946.247742,0.720820129
2077,20.771618,939.964539,949.389343,945.409973,945.409973,0.72048682
2078,20.781605,941.954224,948.446899,943.420288,945.409973,0.720153511
2079,20.791618,941.954224,948.446899,944.15332,945.409973,0.719820201
2080,20.801623,944.362732,946.56189,941.640015,944.572205,0.719486892
2081,20.811625,944.15332,950.436523,945.409973,944.572205,0.719153583
2082,20.821619,944.572205,947.818542,942.373108,944.572205,0.718820274
2083,20.831624,943.420288,949.389343,946.56189,945.409973,0.718486965
2084,20.841618,943.420288,949.179871,943.420288,945.2005,0.718153656
